Attendance,StudyHours,PreviousSGPA,SkillDevelopmentHours,SocialMediaHours,EnglishProficiency,Scholarship,CoCurricular,HealthIssues,FamilyIncome,CreditsCompleted,CurrentSemester,CurrentCGPA,PerformanceCategory
79,4,5.55,3,7,Intermediate,No,Yes,No,133000,59,4,8.52,Good
80,4,4.7,1,7,Intermediate,No,No,No,140000,29,3,7.43,Average
73,2,3.62,2,3,Basic,No,No,No,140000,135,10,6.3,At Risk
87,3,3.85,4,2,Advance,No,Yes,No,144000,121,9,6.55,At Risk
100,3,6.95,1,3,Intermediate,No,Yes,No,145000,89,8,9.65,Excellent
80,2,5.25,4,3,Intermediate,No,No,No,150000,139,11,8.52,Good
100,5,6.42,1,2,Advance,No,No,No,150000,144,11,9.07,Good
100,2,6.1,1,4,Intermediate,No,Yes,No,155000,68,4,8.98,Good
78,3,4.18,1,2,Basic,No,No,No,160000,139,10,6.92,Average
100,3,3.88,1,5,Advance,No,Yes,No,165000,92,6,6.52,At Risk
100,2,5.85,1,2,Intermediate,No,Yes,Yes,165000,103,9,8.55,Good
80,2,3.85,2,6,Basic,No,Yes,No,169000,90,7,7.38,Average
70,4,5.0,2,5,Basic,No,No,No,170000,71,5,7.57,Average
50,2,3.38,2,10,Intermediate,No,No,No,200000,105,9,6.65,At Risk
100,6,6.6,4,3,Basic,No,No,No,200000,70,7,8.35,Good
50,3,4.25,1,8,Intermediate,No,No,No,200000,95,9,7.5,Average
88,3,7.25,5,7,Intermediate,No,No,No,200000,125,10,9.83,Excellent
80,5,4.75,3,6,Advance,No,No,No,200000,99,10,7.75,Average
75,3,5.02,2,9,Intermediate,No,No,No,250000,126,10,7.7,Average
100,5,5.82,4,2,Advance,Yes,No,No,277000,104,7,9.72,Excellent
70,6,4.0,3,4,Advance,Yes,No,No,20000,30,7,7.25,Average
96,4,6.68,3,3,Intermediate,Yes,No,No,30000,140,11,8.5,Good
95,2,2.62,4,1,Intermediate,No,Yes,No,30000,18,5,7.0,Average
100,7,3.68,2,3,Advance,No,Yes,No,32000,88,6,6.35,At Risk
100,2,3.95,3,1,Basic,No,Yes,No,35000,14,5,3.55,At Risk
90,6,6.12,5,4,Basic,No,Yes,No,35000,40,5,5.98,At Risk
89,3,4.68,4,2,Advance,No,No,No,35000,136,8,7.0,Average
70,3,5.82,1,8,Intermediate,No,No,No,37000,128,9,8.68,Good
100,1,7.25,2,2,Advance,No,No,No,37000,144,11,9.8,Excellent
60,3,4.45,3,5,Advance,No,No,No,37000,97,6,6.57,At Risk
100,4,6.92,2,7,Advance,No,No,No,38000,139,11,9.78,Excellent
100,4,4.95,2,5,Advance,No,No,No,39000,111,7,7.57,Average
35,5,3.58,2,11,Basic,No,Yes,No,40000,107,11,6.62,At Risk
100,5,6.92,3,3,Advance,Yes,No,No,42000,129,9,9.9,Excellent
43,2,7.02,4,3,Advance,Yes,No,No,43000,144,11,9.75,Excellent
70,3,5.25,2,3,Intermediate,No,No,Yes,45000,137,11,8.0,Average
67,2,4.68,4,2,Intermediate,No,Yes,No,45000,144,11,7.3,Average
100,1,6.45,1,7,Intermediate,Yes,Yes,Yes,45000,39,5,9.35,Good
80,3,4.42,2,7,Intermediate,No,No,No,45000,109,6,7.05,Average
88,3,5.4,3,7,Intermediate,No,No,No,46000,143,11,8.32,Good
100,1,6.32,3,2,Advance,Yes,Yes,Yes,50000,132,11,9.52,Excellent
98,3,6.88,2,3,Advance,No,No,No,50000,18,8,9.1,Good
70,3,5.02,1,7,Advance,No,Yes,No,50000,131,9,7.88,Average
76,3,6.92,3,3,Intermediate,Yes,Yes,No,50000,129,9,9.5,Excellent
80,5,5.1,2,11,Intermediate,No,No,No,51000,143,11,7.9,Average
55,5,5.02,2,4,Intermediate,Yes,No,No,51000,101,7,7.82,Average
24,3,4.68,4,3,Basic,No,Yes,No,52000,117,8,7.32,Average
100,6,5.05,1,3,Advance,Yes,Yes,No,53000,134,10,7.78,Average
70,3,4.95,2,6,Intermediate,No,Yes,No,53000,105,9,7.43,Average
100,4,6.4,1,5,Advance,No,Yes,No,55000,132,9,9.48,Excellent
100,3,3.85,1,2,Intermediate,No,Yes,No,55000,136,11,6.65,At Risk
100,3,3.9,1,1,Intermediate,No,Yes,No,55000,143,11,6.62,At Risk
30,3,4.7,1,3,Basic,No,Yes,No,55000,77,6,7.45,Average
100,1,6.9,2,2,Intermediate,No,No,Yes,55000,136,10,9.5,Excellent
85,3,3.9,2,2,Intermediate,No,Yes,No,55000,67,4,7.43,Average
57,1,3.1,1,9,Intermediate,No,Yes,Yes,56000,137,10,5.88,At Risk
90,5,4.88,2,4,Advance,No,Yes,No,58000,139,10,7.3,Average
50,1,4.12,2,2,Advance,No,Yes,Yes,59000,139,9,6.75,At Risk
89,3,2.78,1,8,Intermediate,No,No,No,60000,95,8,5.88,At Risk
70,1,4.28,2,8,Intermediate,No,No,No,60000,118,9,7.05,Average
95,4,3.32,5,5,Intermediate,Yes,Yes,No,60000,104,11,7.48,Average
100,2,6.4,2,3,Intermediate,No,Yes,No,60000,106,9,9.07,Good
100,4,7.02,2,3,Intermediate,Yes,No,No,60000,51,3,9.93,Excellent
100,2,6.82,1,1,Advance,Yes,No,No,61000,135,10,9.52,Excellent
89,7,4.7,1,3,Intermediate,No,No,No,64000,132,6,7.25,Average
90,2,5.82,3,3,Basic,Yes,Yes,No,65000,43,5,9.2,Good
100,3,5.55,2,5,Intermediate,No,No,Yes,66000,132,11,8.62,Good
45,2,3.62,2,3,Advance,No,No,No,66000,117,9,6.32,At Risk
100,4,4.4,1,3,Intermediate,No,Yes,Yes,66000,62,5,7.05,Average
100,5,6.65,2,3,Intermediate,Yes,Yes,Yes,67000,58,5,9.48,Excellent
43,2,6.38,2,2,Intermediate,No,Yes,No,68000,143,11,9.0,Good
87,4,6.78,4,3,Intermediate,No,No,No,68000,143,11,9.45,Excellent
88,3,5.55,3,8,Intermediate,No,No,Yes,68000,87,5,7.98,Average
80,1,4.88,1,7,Intermediate,No,Yes,No,68000,43,4,7.2,Average
100,2,6.92,1,1,Intermediate,Yes,No,No,70000,56,6,8.9,Good
100,7,6.88,2,2,Advance,Yes,Yes,No,70000,125,8,9.83,Excellent
100,6,6.52,6,6,Intermediate,Yes,No,No,70000,35,6,9.45,Excellent
30,6,3.38,1,4,Advance,No,No,No,70000,105,7,6.62,At Risk
87,1,6.1,1,2,Advance,No,No,No,70000,135,10,8.9,Good
100,4,3.9,1,2,Advance,No,Yes,Yes,70000,78,6,6.6,At Risk
100,3,4.4,1,2,Advance,No,No,No,70000,58,5,7.1,Average
70,5,4.75,2,6,Intermediate,No,Yes,No,71000,89,4,7.82,Average
100,4,4.97,3,6,Intermediate,No,No,No,71000,79,6,7.62,Average
56,1,6.08,2,2,Intermediate,No,No,No,71000,107,7,8.88,Good
91,5,4.18,2,2,Basic,No,No,Yes,74000,137,10,6.85,At Risk
100,4,6.95,1,2,Intermediate,Yes,No,No,74000,143,11,9.57,Excellent
100,3,4.53,3,6,Advance,Yes,No,Yes,75000,137,9,7.38,Average
100,7,7.28,3,2,Advance,Yes,Yes,No,75000,139,11,9.93,Excellent
100,3,6.62,1,5,Basic,No,No,No,75000,27,2,8.92,Good
77,4,5.58,2,6,Intermediate,No,No,Yes,76000,145,11,9.12,Good
86,3,5.32,3,6,Basic,No,No,Yes,77000,98,7,8.2,Good
100,5,6.65,2,5,Intermediate,Yes,Yes,No,77000,145,11,9.62,Excellent
100,3,7.18,4,3,Intermediate,No,Yes,No,77000,143,11,9.75,Excellent
67,2,6.62,3,3,Intermediate,No,Yes,Yes,77000,95,7,9.38,Excellent
100,2,3.45,2,1,Intermediate,No,Yes,No,77000,134,10,6.28,At Risk
100,5,5.48,2,12,Intermediate,Yes,No,No,78000,103,11,8.62,Good
80,3,5.28,3,6,Intermediate,No,No,No,78000,101,8,8.65,Good
67,1,4.45,4,2,Basic,No,Yes,No,78000,143,11,7.0,Average
100,3,6.12,2,5,Intermediate,No,No,No,78000,100,7,9.4,Excellent
100,2,6.68,4,2,Intermediate,No,Yes,No,79000,132,10,9.25,Good
100,3,6.52,2,2,Basic,Yes,Yes,No,79000,123,9,9.43,Excellent
80,6,4.03,3,6,Intermediate,Yes,No,No,80000,133,12,7.02,Average
100,1,7.22,1,5,Basic,No,No,No,80000,102,9,9.72,Excellent
100,2,4.2,4,3,Basic,No,Yes,No,80000,101,9,6.78,At Risk
100,1,4.07,2,3,Advance,No,Yes,No,80000,143,11,6.75,At Risk
95,2,3.9,3,2,Advance,No,No,No,80000,97,7,6.6,At Risk
100,4,6.88,4,2,Intermediate,No,Yes,No,81000,143,11,9.5,Excellent
100,6,6.4,3,3,Advance,Yes,No,No,85000,115,7,9.88,Excellent
100,2,6.4,4,1,Intermediate,No,No,No,86000,143,11,9.15,Good
89,5,4.4,4,3,Intermediate,No,Yes,No,87000,143,11,7.22,Average
79,2,7.18,1,3,Intermediate,No,Yes,No,88000,139,10,9.78,Excellent
50,3,3.9,4,2,Basic,No,Yes,No,88000,88,7,6.57,At Risk
100,2,6.42,2,4,Intermediate,Yes,Yes,Yes,89000,145,11,9.7,Excellent
81,4,3.75,2,3,Advance,No,Yes,No,89000,143,11,6.57,At Risk
100,3,6.38,2,1,Intermediate,No,No,No,89000,135,10,9.0,Good
100,5,6.4,2,4,Advance,Yes,Yes,No,89000,29,4,9.72,Excellent
100,6,7.18,1,2,Advance,Yes,Yes,No,90000,143,11,9.85,Excellent
100,1,6.2,2,5,Advance,No,Yes,No,90000,144,11,9.45,Excellent
90,1,3.38,1,10,Advance,No,No,No,90000,98,6,6.62,At Risk
100,5,3.9,2,8,Advance,No,No,No,90000,99,7,7.45,Average
65,4,4.15,2,4,Intermediate,No,Yes,No,90000,105,8,6.12,At Risk
100,2,4.65,2,3,Advance,No,No,Yes,93000,60,5,7.28,Average
100,4,6.92,2,3,Intermediate,No,No,No,95000,30,2,9.57,Excellent
53,1,7.02,1,3,Intermediate,No,No,No,95000,83,6,9.75,Excellent
100,2,6.88,2,3,Advance,Yes,Yes,No,96000,120,9,9.52,Excellent
67,5,3.9,4,3,Advance,No,Yes,No,97000,143,11,6.57,At Risk
100,2,7.28,1,6,Intermediate,Yes,No,No,97000,91,10,9.95,Excellent
54,2,3.85,2,2,Advance,No,No,No,97000,68,5,6.57,At Risk
87,3,4.45,4,3,Intermediate,No,No,No,98000,143,11,7.08,Average
70,8,7.25,1,10,Advance,Yes,Yes,No,100000,60,4,9.7,Excellent
56,3,6.68,4,3,Basic,No,Yes,Yes,100000,116,9,9.38,Excellent
100,4,5.82,1,5,Intermediate,No,No,No,100000,102,8,8.62,Good
68,3,6.9,4,3,Intermediate,No,Yes,No,110000,123,9,8.9,Good
60,5,3.08,2,9,Intermediate,No,No,No,110000,89,6,6.9,Average
55,2,5.88,4,3,Intermediate,No,No,No,116000,135,10,8.7,Good
76,4,3.35,2,3,Intermediate,No,No,No,117000,103,9,6.2,At Risk
90,6,5.18,2,3,Intermediate,Yes,No,No,119000,144,11,7.8,Average
100,4,6.4,1,2,Advance,No,Yes,No,120000,143,11,9.0,Good
63,3,4.42,2,2,Basic,No,No,No,120000,78,6,7.0,Average
66,3,6.68,4,3,Basic,No,No,No,120000,78,6,9.43,Excellent
100,2,4.65,4,3,Basic,No,Yes,No,121000,143,11,7.32,Average
100,1,4.68,4,3,Intermediate,No,Yes,No,121000,68,5,7.35,Average
80,2,3.05,2,9,Intermediate,No,No,Yes,130000,107,7,6.95,Average
100,3,3.5,4,2,Intermediate,No,Yes,No,130000,77,6,6.35,At Risk
100,3,4.45,2,1,Intermediate,No,Yes,No,135000,59,5,7.08,Average
78,4,4.42,4,3,Intermediate,No,No,No,136000,63,5,7.12,Average
100,5,6.38,1,5,Advance,No,No,Yes,137000,143,11,9.15,Good
100,1,6.62,1,2,Advance,No,No,Yes,140000,125,9,9.7,Excellent
35,5,7.02,2,3,Intermediate,Yes,Yes,No,144000,143,11,9.75,Excellent
100,2,5.85,2,3,Intermediate,No,Yes,No,167000,113,9,8.6,Good
87,2,5.88,4,3,Advance,No,Yes,No,170000,143,11,8.58,Good
46,1,6.62,2,2,Basic,No,Yes,No,180000,100,8,9.43,Excellent
100,4,6.25,2,4,Basic,Yes,Yes,No,200000,18,8,5.55,At Risk
100,3,3.9,2,2,Basic,No,Yes,No,200000,100,9,6.95,Average
100,5,3.5,4,3,Intermediate,No,No,No,210000,136,11,6.3,At Risk
100,3,3.35,1,5,Intermediate,No,Yes,No,250000,88,11,7.2,Average
